[2022-09-20 13:04:57,325][PROCESS_MONITOR][INFO]python3(238349), Memory: 880 MiB, GPU Memory: 535 MiB
[2022-09-20 13:05:49,077][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:05:50,092][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:05:51,106][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:05:52,120][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:05:53,134][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:05:54,148][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:05:55,163][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:05:56,178][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:05:57,192][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:05:58,206][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:05:59,220][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:00,234][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:01,249][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:02,264][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:03,277][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:04,293][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:05,307][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:06,322][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:07,336][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:08,350][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:09,364][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:10,379][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:11,393][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:12,408][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:13,423][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:14,437][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:15,452][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:16,467][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:17,481][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:18,496][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:19,511][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:20,525][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:21,540][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:22,554][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:23,568][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:24,582][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:25,598][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:26,613][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:27,627][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:28,641][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:29,656][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:30,670][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:31,684][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:32,699][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:33,713][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:34,728][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:35,742][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:36,758][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:37,772][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:38,786][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:39,801][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:40,815][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:41,830][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:42,845][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:43,860][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:44,873][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:45,888][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:46,902][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:47,915][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:48,929][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:49,944][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:50,958][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:51,972][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:52,986][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:54,000][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:55,013][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:56,027][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:57,041][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:58,056][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:06:59,070][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:00,084][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:01,097][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:02,112][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:03,126][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:04,140][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:05,153][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:06,167][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:07,181][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:08,196][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:09,210][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:10,224][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:11,237][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:12,252][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:13,266][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:14,281][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:15,295][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:16,309][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:17,324][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:18,338][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:19,353][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:20,368][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:21,382][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:22,397][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:23,411][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:24,425][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:25,440][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:26,454][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:27,468][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:28,482][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:29,497][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:30,511][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:31,526][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:32,541][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:33,555][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:34,570][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:35,584][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:36,598][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:37,612][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:38,626][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:39,640][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:40,655][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:41,669][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:42,684][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:43,698][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:44,712][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:45,725][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:46,738][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:47,752][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:48,766][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:49,780][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:50,793][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:51,807][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:52,821][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:53,836][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:54,850][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:55,864][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:56,878][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:57,892][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:58,905][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:07:59,920][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:00,935][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:01,949][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:02,962][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:03,976][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:04,989][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:06,004][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:07,018][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:08,031][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:09,045][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:10,060][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:11,074][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:12,088][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:13,101][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:14,116][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:15,130][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:16,145][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:17,160][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:18,175][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:19,187][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:20,202][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:21,216][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:22,230][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:23,244][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:24,258][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:25,272][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:26,286][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:27,301][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:28,315][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:29,330][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:30,344][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:31,358][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:32,373][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:33,388][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:34,402][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:35,416][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:36,430][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:37,444][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:38,459][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:39,473][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
[2022-09-20 13:08:40,488][PROCESS_MONITOR][INFO]python3(238349), Memory: 924 MiB, GPU Memory: 535 MiB
